ID	parentID	nameID	provisional	accordingToID	accordingToDate	referenceID	extinct	temporalRangeStart	temporalRangeEnd	lifezone	link	remarks
1261	b9437d17-cab66-d23a1-3ecf6-11e47e3b0	1261	0		2019		0			Terrestrial		
832	765	832	0		2019	10	0			Terrestrial		
1106	1045	1106	0		2019	127	0			Terrestrial		
b03e85ca-3a603-183ac-7a5e5-8c546bdd7	b725976c-58191-2a718-89626-4ba9f0303	b03e85ca-3a603-183ac-7a5e5-8c546bdd7	false									
72	eab97acb-3abf1-ca2c5-7439f-d3f69762f	72	0		2019	35	0			Terrestrial		
acd60744-38144-53fc4-f75a8-064b1d22b	e065a982-a38e7-db02d-ca9d6-a677fc085	acd60744-38144-53fc4-f75a8-064b1d22b	false									
350	e51f3d1e-a72bb-556ac-89f57-6f0aa5325	350	0		2019	69	0			Terrestrial		
1180	406a3ba9-9947c-3d495-50624-ba7fd6b2a	1180	0		2019		0			Terrestrial		
215	f35a7655-4306b-31394-b89cc-8feaef976	215	0		2019	10	0			Terrestrial		
1076	16c4b02f-2e34e-99a80-522d6-bc6527ca3	1076	0		2019	147	0			Terrestrial		
413	227	413	0		2019	2	0			Terrestrial		
1377	1287	1377	0		2019	8	0			Terrestrial		
8ca50825-e1038-7795c-1f3b5-e4528e99d	9245696b-0ec1c-a419b-aecc2-0802ac59e	8ca50825-e1038-7795c-1f3b5-e4528e99d	false									
1251	394f3f4a-fd3c0-10dd5-6151f-c6b10c415	1251	0		2019		0			Terrestrial		
98	43a9c281-b9182-d38b6-1ada7-a23a8984f	98	0		2019	45	0			Terrestrial		
672	7ce99f06-635dd-3d710-7864b-db47fb37d	672	0		2019	10	0			Terrestrial		
1295	7006f9e3-2aa4e-3c91d-de563-7c57151bf	1295	0		2019	23	0			Terrestrial		
75	eab97acb-3abf1-ca2c5-7439f-d3f69762f	75	0		2019	22	0			Terrestrial		
237	f35a7655-4306b-31394-b89cc-8feaef976	237	0		2019	75	0			Terrestrial		
1064	16c4b02f-2e34e-99a80-522d6-bc6527ca3	1064	0		2019	87	0			Terrestrial		
1236	0cde6156-9748a-28d2f-c2c5c-c6809f046	1236	0		2019		0			Terrestrial		
626	bccd6869-ed1de-feb4a-db664-fb175e8bd	626	0		2019	10	0			Terrestrial		
1201	969ebf85-704d6-fe27a-78990-064e36cb9	1201	0		2019		0			Terrestrial		
1376	1286	1376	0		2019	21	0			Terrestrial		
84	eab97acb-3abf1-ca2c5-7439f-d3f69762f	84	0		2019	22	0			Terrestrial		
d09e82a3-ccab1-29646-e1e32-b39b70f7b	e764f3aa-700f3-5d902-883eb-f09919bb2	d09e82a3-ccab1-29646-e1e32-b39b70f7b	false									
285	f35a7655-4306b-31394-b89cc-8feaef976	285	0		2019	30	0			Terrestrial		
651	642	651	0		2019	10	0			Terrestrial		
823	675	823	0		2019	33	0			Terrestrial		
a6e076b9-e1b6a-e8bfb-78a18-c84ca573b	b725976c-58191-2a718-89626-4ba9f0303	a6e076b9-e1b6a-e8bfb-78a18-c84ca573b	false									
386	6ec71731-98dcc-5be3f-a9515-b20c961f2	386	0		2019	61	0			Terrestrial		
780	7ce99f06-635dd-3d710-7864b-db47fb37d	780	0		2019	6	0			Terrestrial		
65	a8010abb-2d3a2-c0773-329a0-3790a9aa5	65	0		2019	29	0			Terrestrial		
199	f35a7655-4306b-31394-b89cc-8feaef976	199	0		2019	7	0			Terrestrial		
639	6c7399d9-283f8-38c4a-93f76-6d6eb1a99	639	0		2019	103	0			Terrestrial		
697	7ce99f06-635dd-3d710-7864b-db47fb37d	697	0		2019	33	0			Terrestrial		
728	7ce99f06-635dd-3d710-7864b-db47fb37d	728	0		2019	10	0			Terrestrial		
591	77a24fb5-73808-00131-9c2e3-3987611b9	591	0		2019	12	0			Terrestrial		
1302	c9cae5de-ea97a-37905-a97b5-b274bfe7a	1302	0		2019	165	0			Terrestrial		
1380	1310	1380	0		2019	14,21	0			Terrestrial		
196	f35a7655-4306b-31394-b89cc-8feaef976	196	0		2019	6	0			Terrestrial		
613	d82237fb-a4538-3ec1e-98b7c-7b8f20a54	613	0		2019	79	0			Terrestrial		
300	f35a7655-4306b-31394-b89cc-8feaef976	300	0		2019	80	0			Terrestrial		
661	77dcb8f6-f3fdf-3e709-2ce62-a82cd8f9b	661	0		2019	10	0			Terrestrial		
1015	80eae935-1372d-ed78b-e2c34-41fa94d85	1015	0		2019	67	0			Terrestrial		
1322	075430b1-83ca4-d7bf6-0bcfe-9e99c476a	1322	0		2019	9	0			Terrestrial		
5ef4daeb-61f70-8bbd4-9e276-a93edeeaa	d1734b8c-7b16d-2d726-61b0c-05822e35b	5ef4daeb-61f70-8bbd4-9e276-a93edeeaa	false									
667	7ce99f06-635dd-3d710-7864b-db47fb37d	667	0		2019	10	0			Terrestrial		
5dbe153c-ad5e4-b22fd-36122-98c88b8b3	82bd691e-e0f7b-09b8e-fe86f-f6c86369e	5dbe153c-ad5e4-b22fd-36122-98c88b8b3	false									
075430b1-83ca4-d7bf6-0bcfe-9e99c476a	9245696b-0ec1c-a419b-aecc2-0802ac59e	075430b1-83ca4-d7bf6-0bcfe-9e99c476a	false									
396	131	396	0		2019	22	0			Terrestrial		
1172	2646b4b8-2dea4-3329e-a87f9-832f65e51	1172	0		2019		0			Terrestrial		
1250	394f3f4a-fd3c0-10dd5-6151f-c6b10c415	1250	0		2019		0			Terrestrial		
410	227	410	0		2019	17	0			Terrestrial		
2114efff-daaad-16c12-4ade6-fc2f4617f	e764f3aa-700f3-5d902-883eb-f09919bb2	2114efff-daaad-16c12-4ade6-fc2f4617f	false									
140	58740837-268b1-95d2d-881f0-44ef79a11	140	0		2019	6	0			Terrestrial		
220	f35a7655-4306b-31394-b89cc-8feaef976	220	0		2019	6	0			Terrestrial		
362	e51f3d1e-a72bb-556ac-89f57-6f0aa5325	362	0		2019	69	0			Terrestrial		
802	dde8e430-7487f-26e91-6d1eb-f1d324140	802	0		2019	10	0			Terrestrial		
1282	7006f9e3-2aa4e-3c91d-de563-7c57151bf	1282	0		2019	112	0			Terrestrial		
137	0827460b-c960f-669e6-a9ee8-7f105c3d7	137	0		2019	58	0			Terrestrial		
365	e51f3d1e-a72bb-556ac-89f57-6f0aa5325	365	0		2019	83	0			Terrestrial		
632	6c7399d9-283f8-38c4a-93f76-6d6eb1a99	632	0		2019	43	0			Terrestrial		
704	7ce99f06-635dd-3d710-7864b-db47fb37d	704	0		2019	16	0			Terrestrial		
