ID	parentID	nameID	provisional	accordingToID	accordingToDate	referenceID	extinct	temporalRangeStart	temporalRangeEnd	lifezone	link	remarks
1170	934542e7-beb71-e413e-cbe3e-24d8661b0	1170	0		2019		0			Terrestrial		
1293	7006f9e3-2aa4e-3c91d-de563-7c57151bf	1293	0		2019	112	0			Terrestrial		
1	7b8abb0e-8584c-ce81e-8a88a-9e9b6c657	1	0		2019	10	0			Terrestrial		
63f3fb75-7496a-d554b-31679-c98a4ffae	b725976c-58191-2a718-89626-4ba9f0303	63f3fb75-7496a-d554b-31679-c98a4ffae	false									
37	7e7a8932-a40d0-09e88-9e36f-54875330a	37	0		2019	15	0			Terrestrial		
193	f35a7655-4306b-31394-b89cc-8feaef976	193	0		2019	6	0			Terrestrial		
703	7ce99f06-635dd-3d710-7864b-db47fb37d	703	0		2019	10	0			Terrestrial		
264	f35a7655-4306b-31394-b89cc-8feaef976	264	0		2019	54	0			Terrestrial		
762	7ce99f06-635dd-3d710-7864b-db47fb37d	762	0		2019	108	0			Terrestrial		
646	607	646	0		2019	12	0			Terrestrial		
1355	1238	1355	0		2019	8	0			Terrestrial		
1379	1308	1379	0		2019	21	0			Terrestrial		
822	666	822	0		2019	10	0			Terrestrial		
163	e065a982-a38e7-db02d-ca9d6-a677fc085	163	0		2019	63	0			Terrestrial		
226	f35a7655-4306b-31394-b89cc-8feaef976	226	0		2019	7	0			Terrestrial		
301	f35a7655-4306b-31394-b89cc-8feaef976	301	0		2019	17	0			Terrestrial		
332	f35a7655-4306b-31394-b89cc-8feaef976	332	0		2019	28	0			Terrestrial		
721	7ce99f06-635dd-3d710-7864b-db47fb37d	721	0		2019	71	0			Terrestrial		
248	f35a7655-4306b-31394-b89cc-8feaef976	248	0		2019	16	0			Terrestrial		
360	e51f3d1e-a72bb-556ac-89f57-6f0aa5325	360	0		2019	69	0			Terrestrial		
759	7ce99f06-635dd-3d710-7864b-db47fb37d	759	0		2019	10	0			Terrestrial		
1000	8554ed7e-e0bbb-d2f22-0cd01-f6cb9b8b9	1000	0		2019	118	0			Terrestrial		
1198	bb6fd331-b9a1c-55319-9241c-9fcb419cf	1198	0		2019		0			Terrestrial		
87	eab97acb-3abf1-ca2c5-7439f-d3f69762f	87	0		2019	22	0			Terrestrial		
1225	b17522ca-36e49-15879-01600-3c9a5f3e5	1225	0		2019		0			Terrestrial		
398	135	398	0		2019	57	0			Terrestrial		
1341	1177	1341	0		2019	8	0			Terrestrial		
242	f35a7655-4306b-31394-b89cc-8feaef976	242	0		2019	73	0			Terrestrial		
1005	8554ed7e-e0bbb-d2f22-0cd01-f6cb9b8b9	1005	0		2019	118	0			Terrestrial		
1028	80eae935-1372d-ed78b-e2c34-41fa94d85	1028	0		2019	133	0			Terrestrial		
1072	16c4b02f-2e34e-99a80-522d6-bc6527ca3	1072	0		2019	65	0			Terrestrial		
1182	406a3ba9-9947c-3d495-50624-ba7fd6b2a	1182	0		2019		0			Terrestrial		
12	63f3fb75-7496a-d554b-31679-c98a4ffae	12	0		2019	11	0			Terrestrial		
33	7e7a8932-a40d0-09e88-9e36f-54875330a	33	0		2019	14	0			Terrestrial		
610	d97d614f-b2f4e-d6f3b-b31ac-a9443eb53	610	0		2019	76	0			Terrestrial		
43	2	43	0		2019	15	0			Terrestrial		
223	f35a7655-4306b-31394-b89cc-8feaef976	223	0		2019	6	0			Terrestrial		
294	f35a7655-4306b-31394-b89cc-8feaef976	294	0		2019	6	0			Terrestrial		
741	7ce99f06-635dd-3d710-7864b-db47fb37d	741	0		2019	10	0			Terrestrial		
1218	b17522ca-36e49-15879-01600-3c9a5f3e5	1218	0		2019		0			Terrestrial		
1315	72e0d009-398ba-7362f-baee5-e48a6eca0	1315	0		2019	21	0			Terrestrial		
123	b9a0faee-27c7e-94c8c-d97ff-2438f3615	123	0		2019	50	0			Terrestrial		
263	f35a7655-4306b-31394-b89cc-8feaef976	263	0		2019	6	0			Terrestrial		
388	0f7eb93e-d1622-3694e-179b2-8e361597a	388	0		2019	37	0			Terrestrial		
758	7ce99f06-635dd-3d710-7864b-db47fb37d	758	0		2019	73	0			Terrestrial		
789	7ce99f06-635dd-3d710-7864b-db47fb37d	789	0		2019	20	0			Terrestrial		
266	f35a7655-4306b-31394-b89cc-8feaef976	266	0		2019	6	0			Terrestrial		
1301	c9cae5de-ea97a-37905-a97b5-b274bfe7a	1301	0		2019	165	0			Terrestrial		
715	7ce99f06-635dd-3d710-7864b-db47fb37d	715	0		2019	20	0			Terrestrial		
1258	394f3f4a-fd3c0-10dd5-6151f-c6b10c415	1258	0		2019		0			Terrestrial		
25	d5cc6683-cdf62-83703-166e9-e90e24e7b	25	0		2019	15	0			Terrestrial		
93073505-ccf2d-1fef2-72bdb-cd80e47c7	b725976c-58191-2a718-89626-4ba9f0303	93073505-ccf2d-1fef2-72bdb-cd80e47c7	false									
64	a8010abb-2d3a2-c0773-329a0-3790a9aa5	64	0		2019	30	0			Terrestrial		
102	fa0889d7-bc581-0db76-5233e-f7d89d0a9	102	0		2019	28	0			Terrestrial		
368	e51f3d1e-a72bb-556ac-89f57-6f0aa5325	368	0		2019	83	0			Terrestrial		
434	376	434	0		2019	69	0			Terrestrial		
233	f35a7655-4306b-31394-b89cc-8feaef976	233	0		2019	10	0			Terrestrial		
312	f35a7655-4306b-31394-b89cc-8feaef976	312	0		2019	6	0			Terrestrial		
1175	feeccf2f-e2986-388df-ee099-6bb349c4c	1175	0		2019		0			Terrestrial		
1240	0cde6156-9748a-28d2f-c2c5c-c6809f046	1240	0		2019		0			Terrestrial		
1252	394f3f4a-fd3c0-10dd5-6151f-c6b10c415	1252	0		2019		0			Terrestrial		
229	f35a7655-4306b-31394-b89cc-8feaef976	229	0		2019	73	0			Terrestrial		
344	b4590ab6-d44a0-9c323-3286d-3f8859fc8	344	0		2019	69	0			Terrestrial		
719	7ce99f06-635dd-3d710-7864b-db47fb37d	719	0		2019	10	0			Terrestrial		
1196	8ca50825-e1038-7795c-1f3b5-e4528e99d	1196	0		2019		0			Terrestrial		
729	7ce99f06-635dd-3d710-7864b-db47fb37d	729	0		2019	10	0			Terrestrial		
139	58740837-268b1-95d2d-881f0-44ef79a11	139	0		2019	44	0			Terrestrial		
268	f35a7655-4306b-31394-b89cc-8feaef976	268	0		2019	6	0			Terrestrial		
317	f35a7655-4306b-31394-b89cc-8feaef976	317	0		2019	6	0			Terrestrial		
696	7ce99f06-635dd-3d710-7864b-db47fb37d	696	0		2019	10	0			Terrestrial		
712	7ce99f06-635dd-3d710-7864b-db47fb37d	712	0		2019	6	0			Terrestrial		
211	f35a7655-4306b-31394-b89cc-8feaef976	211	0		2019	6	0			Terrestrial		
b17522ca-36e49-15879-01600-3c9a5f3e5	4b066f9e-abc04-d7836-1b8d7-d5f58598f	b17522ca-36e49-15879-01600-3c9a5f3e5	false									
1291	7006f9e3-2aa4e-3c91d-de563-7c57151bf	1291	0		2019	112	0			Terrestrial		
270	f35a7655-4306b-31394-b89cc-8feaef976	270	0		2019	6	0			Terrestrial		
1063	16c4b02f-2e34e-99a80-522d6-bc6527ca3	1063	0		2019	143	0			Terrestrial		
662	77dcb8f6-f3fdf-3e709-2ce62-a82cd8f9b	662	0		2019	105	0			Terrestrial		
738	7ce99f06-635dd-3d710-7864b-db47fb37d	738	0		2019	10	0			Terrestrial		
820	664	820	0		2019	112	0			Terrestrial		
1339	1176	1339	0		2019	21	0			Terrestrial		
150	58740837-268b1-95d2d-881f0-44ef79a11	150	0		2019	17	0			Terrestrial		
785	7ce99f06-635dd-3d710-7864b-db47fb37d	785	0		2019	20	0			Terrestrial		
1008	80eae935-1372d-ed78b-e2c34-41fa94d85	1008	0		2019	82	0			Terrestrial		
1228	b17522ca-36e49-15879-01600-3c9a5f3e5	1228	0		2019		0			Terrestrial		
88	2114efff-daaad-16c12-4ade6-fc2f4617f	88	0		2019	6	0			Terrestrial		
760	7ce99f06-635dd-3d710-7864b-db47fb37d	760	0		2019	10	0			Terrestrial		
790	7ce99f06-635dd-3d710-7864b-db47fb37d	790	0		2019	10	0			Terrestrial		
13d38982-68cef-ab5af-4d99e-6bf63b948	4e1c6780-ee556-78401-d9679-8b1ba0fd5	13d38982-68cef-ab5af-4d99e-6bf63b948	false									
1038	80eae935-1372d-ed78b-e2c34-41fa94d85	1038	0		2019	138	0			Terrestrial		
274	f35a7655-4306b-31394-b89cc-8feaef976	274	0		2019	18	0			Terrestrial		
726	7ce99f06-635dd-3d710-7864b-db47fb37d	726	0		2019	10	0			Terrestrial		
745	7ce99f06-635dd-3d710-7864b-db47fb37d	745	0		2019	10	0			Terrestrial		
c144833d-adc8c-6bc9c-afdb8-cb6461786	9245696b-0ec1c-a419b-aecc2-0802ac59e	c144833d-adc8c-6bc9c-afdb8-cb6461786	false									
427	361	427	0		2019	2	0			Terrestrial		
224	f35a7655-4306b-31394-b89cc-8feaef976	224	0		2019	6	0			Terrestrial		
604	00d4b9ea-8e777-a5ff9-d1ee9-395c03f40	604	0		2019	11	0			Terrestrial		
691	7ce99f06-635dd-3d710-7864b-db47fb37d	691	0		2019	27	0			Terrestrial		
707	7ce99f06-635dd-3d710-7864b-db47fb37d	707	0		2019	10	0			Terrestrial		
1101	e4f29b9e-01b70-f1d43-e6f26-73214bfe5	1101	0		2019	37	0			Terrestrial		
ddb1df26-680b3-4488c-943de-edd8a25f6	bdeddb26-59423-bedcb-9b38d-a2748bc36	ddb1df26-680b3-4488c-943de-edd8a25f6	false									
